Restaurant ID,Restaurant Name,City,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating text,Votes
2200283,Sakhis Watz Kukin,Amritsar,74.8649101,31.6466891,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,2,3.6,Good,51
2200045,The Kulcha Land,Amritsar,74.86416667,31.65319167,"North Indian, Street Food",200,Indian Rupees(Rs.),No,No,No,1,3.9,Good,206
2200149,Shudh Restaurant,Amritsar,74.87981389,31.62404722,"North Indian, South Indian, Chinese, Fast Food",600,Indian Rupees(Rs.),No,No,No,2,3.4,Average,44
2200043,Bade Bhai Ka Brothers' Dhaba,Amritsar,74.87461944,31.62394722,"North Indian, Fast Food",500,Indian Rupees(Rs.),No,No,No,2,3.7,Good,94
2200044,Bharawan Da Dhaba,Amritsar,74.87833333,31.62615278,"North Indian, Fast Food",500,Indian Rupees(Rs.),No,No,No,2,3.5,Good,461
2200132,Brothers Dhaba,Amritsar,74.877666,31.625981,North Indian,500,Indian Rupees(Rs.),No,No,No,2,3.8,Good,276
2200236,Brothers' Amritsari Dhaba,Amritsar,74.87957778,31.62261111,North Indian,400,Indian Rupees(Rs.),No,No,No,2,3.8,Good,71
2200175,Gurdas Ram Jalebi Wala,Amritsar,0,0,Mithai,100,Indian Rupees(Rs.),No,No,No,1,4.1,Very Good,104
2200000,Kesar Da Dhabha,Amritsar,74.873005,31.624386,North Indian,500,Indian Rupees(Rs.),No,No,No,2,4.1,Very Good,878
2200055,Beera Chicken Corner,Amritsar,74.883997,31.641991,North Indian,500,Indian Rupees(Rs.),No,No,No,2,3.8,Good,192
2200034,Surjit Food Plaza,Amritsar,74.877002,31.644818,North Indian,1000,Indian Rupees(Rs.),No,No,No,3,3.5,Good,96
2200153,Kanha Sweets,Amritsar,0,0,Fast Food,150,Indian Rupees(Rs.),No,No,No,1,4.1,Very Good,140
2500023,Kream N Krunch,Aurangabad,75.34601667,19.87621944,"North Indian, Chinese, Continental, Italian",800,Indian Rupees(Rs.),No,No,No,3,3.6,Good,240
2500076,Balbeer's Kitchen & Bar,Aurangabad,0,0,"Italian, Continental, Chinese, North Indian",850,Indian Rupees(Rs.),No,No,No,3,3.3,Average,65
2500054,Angeethi Restaurant,Aurangabad,75.35394167,19.87473333,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,2,3.3,Average,63
2500134,Domino's Pizza,Aurangabad,75.340775,19.87610556,Pizza,700,Indian Rupees(Rs.),No,No,No,2,3.1,Average,19
2500069,Hotel Laadli,Aurangabad,75.3671268,19.8755223,"North Indian, South Indian",350,Indian Rupees(Rs.),No,No,No,2,3.4,Average,46
2500256,Indiana Veg Restaurant,Aurangabad,75.360232,19.874449,"South Indian, North Indian, Chinese, Fast Food",450,Indian Rupees(Rs.),No,No,No,2,3.4,Average,75
2500024,Madhuban Restaurant - Welcome Hotel Rama International,Aurangabad,75.358888,19.875908,"North Indian, Chinese, Continental, Italian, Mexican",1800,Indian Rupees(Rs.),No,No,No,4,3.4,Average,94
2500075,Mauj Restaurant,Aurangabad,75.36479167,19.87642778,"Italian, Fast Food, North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,2,3.3,Average,47
2500029,Naivedya,Aurangabad,75.3684187,19.874103,North Indian,500,Indian Rupees(Rs.),No,No,No,2,3.4,Average,71
2500079,d' Curry House,Aurangabad,75.316722,19.875337,"Continental, Chinese, Biryani, North Indian",1000,Indian Rupees(Rs.),No,No,No,3,3.6,Good,73
2500343,Mokoholic Juice Bar,Aurangabad,0,0,"Juices, Desserts",300,Indian Rupees(Rs.),No,No,No,1,3.5,Good,21
2500052,Ashoka's Veg Restaurant,Aurangabad,75.32340278,19.87963056,"South Indian, Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,2,3.3,Average,46
2500062,Kareem's Fine Dining,Aurangabad,75.32350278,19.88025556,"Mughlai, Biryani",700,Indian Rupees(Rs.),No,No,No,2,3.3,Average,45
2500056,That Baat,Aurangabad,75.322405,19.875016,Maharashtrian,450,Indian Rupees(Rs.),No,No,No,2,3.4,Average,34
2500030,Bhoj Restaurant,Aurangabad,75.317475,19.87802778,North Indian,450,Indian Rupees(Rs.),No,No,No,2,3.7,Good,89
2500390,Downside Up,Aurangabad,0,0,"Cafe, Mughlai, North Indian",400,Indian Rupees(Rs.),No,No,No,2,3.2,Average,8
2500007,Kareem's Kabab & Biryani,Aurangabad,75.37235278,19.87699444,Mughlai,650,Indian Rupees(Rs.),No,No,No,2,3.4,Average,39
2500123,Great Sagar Restaurant,Aurangabad,75.321461,19.888716,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,2,3.3,Average,74
2500122,Kailash Restaurant,Aurangabad,75.31889444,19.86696944,"North Indian, Chinese, South Indian, Fast Food",450,Indian Rupees(Rs.),No,No,No,2,3.3,Average,76
2500346,Yalla Yalla,Aurangabad,0,0,"North Indian, Hyderabadi",500,Indian Rupees(Rs.),No,No,No,2,3.3,Average,71
50943,Sultans of Spice,Bangalore,77.61542793,12.93328392,"North Indian, Mughlai",1300,Indian Rupees(Rs.),Yes,Yes,No,3,4.1,Very Good,2416
58268,The Fatty Bao - Asian Gastro Bar,Bangalore,77.64539558,12.97022064,Asian,2400,Indian Rupees(Rs.),Yes,Yes,No,4,4.7,Excellent,2369
51705,Toit,Bangalore,77.64070876,12.9791658,"Italian, American, Pizza",2000,Indian Rupees(Rs.),No,No,No,4,4.8,Excellent,10934
18162866,Three Dots & A Dash,Bangalore,77.64048882,12.98041024,"European, Continental",1300,Indian Rupees(Rs.),Yes,No,No,3,3.9,Good,1354
18407918,Bombay Brasserie,Bangalore,77.645748,12.970324,Modern Indian,1500,Indian Rupees(Rs.),No,Yes,No,3,4.2,Very Good,231
56464,Glen's Bakehouse,Bangalore,77.64062494,12.97909556,"Bakery, Desserts, Cafe",800,Indian Rupees(Rs.),No,No,No,2,4,Very Good,3533
18221572,Onesta,Bangalore,77.64368467,12.97845292,"Pizza, Cafe, Italian",600,Indian Rupees(Rs.),No,Yes,No,2,4.3,Very Good,1413
18359919,Onesta,Bangalore,77.59679094,12.90622878,"Pizza, Cafe, Italian",600,Indian Rupees(Rs.),No,No,No,2,4.6,Excellent,781
18439634,ECHOES Koramangala,Bangalore,77.615797,12.934179,"Continental, American, Italian, North Indian, Chinese, Cafe",950,Indian Rupees(Rs.),No,No,No,2,4.7,Excellent,276
51040,Truffles,Bangalore,77.61429269,12.93329764,"American, Burger, Cafe",800,Indian Rupees(Rs.),No,Yes,No,2,4.7,Excellent,9667
54162,The Black Pearl,Bangalore,77.61615515,12.93436454,"North Indian, European, Mediterranean",1400,Indian Rupees(Rs.),Yes,No,No,3,4.1,Very Good,5385
18305628,Eat Street,Bangalore,77.625999,12.939496,"North Indian, Chinese, Italian, Street Food, Desserts",400,Indian Rupees(Rs.),No,Yes,No,1,4.3,Very Good,753
18385443,Koramangala Social,Bangalore,77.61413042,12.93566181,"Continental, American",1500,Indian Rupees(Rs.),No,No,No,3,4.5,Excellent,1288
56618,AB's - Absolute Barbecues,Bangalore,77.6993861,12.94993396,"European, Mediterranean, North Indian",1400,Indian Rupees(Rs.),No,No,No,3,4.6,Excellent,6907
18353121,Flechazo,Bangalore,77.696664,12.97537691,"Asian, Mediterranean, North Indian",1200,Indian Rupees(Rs.),Yes,No,No,3,4.4,Very Good,983
18366652,Onesta,Bangalore,77.5709967,13.0291977,"Pizza, Cafe, Italian",600,Indian Rupees(Rs.),No,No,No,2,4.6,Excellent,627
18430785,Communiti,Bangalore,77.60817859,12.97253153,Continental,1200,Indian Rupees(Rs.),No,No,No,3,4.2,Very Good,334
58882,,Bangalore,77.68323686,12.91304096,"Finger Food, North Indian, Italian, Continental, Thai, South Indian",1800,Indian Rupees(Rs.),Yes,Yes,No,3,4.5,Excellent,5705
18422898,Hoot,Bangalore,77.6784,12.914264,"Continental, Italian, North Indian",1400,Indian Rupees(Rs.),No,No,No,3,3.9,Good,405
18339874,Farzi Cafe,Bangalore,77.5960137,12.9721612,Modern Indian,1500,Indian Rupees(Rs.),No,No,No,3,4.4,Very Good,754
2600472,Black N White Cafe,Bhopal,77.419399,23.211529,"Cafe, Chinese, North Indian",200,Indian Rupees(Rs.),No,No,No,1,3.3,Average,51
2600514,Maybe There,Bhopal,0,0,Cafe,600,Indian Rupees(Rs.),No,No,No,2,3.4,Average,63
2600109,Sagar Gaire Fast Food,Bhopal,77.435361,23.214294,Fast Food,250,Indian Rupees(Rs.),No,No,No,1,4.9,Excellent,427
2600311,The Kasbah,Bhopal,77.41722744,23.18499152,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,2,3.9,Good,126
2600008,Bake N Shake,Bhopal,77.434976,23.214459,Fast Food,500,Indian Rupees(Rs.),No,No,No,2,4.2,Very Good,223
2600031,10 Downing Street,Bhopal,77.429989,23.232357,"North Indian, Chinese",1000,Indian Rupees(Rs.),No,No,No,3,4,Very Good,257
2600250,Chi Kitchen,Bhopal,0,0,Chinese,1000,Indian Rupees(Rs.),No,No,No,3,4,Very Good,103
2600025,Pizza Hut,Bhopal,77.429845,23.232537,Pizza,650,Indian Rupees(Rs.),No,No,No,2,4.1,Very Good,118
2600494,Kafe Kulture,Bhopal,0,0,"Cafe, Fast Food",600,Indian Rupees(Rs.),No,No,No,2,3.8,Good,98
18108352,Violet Hour,Bhopal,77.3796051,23.26626099,Bakery,500,Indian Rupees(Rs.),No,No,No,2,3.8,Good,33
2600079,Bapu Ki Kutia,Bhopal,77.433571,23.233219,"North Indian, Chinese, South Indian, Fast Food",550,Indian Rupees(Rs.),No,No,No,2,3.5,Good,175
2600340,Da pizzeria,Bhopal,0,0,"Pizza, Italian, Fast Food",500,Indian Rupees(Rs.),No,No,No,2,3.6,Good,111
18461339,Papa Mexicano,Bhopal,77.43702042,23.23079116,"Fast Food, Mexican, Tex-Mex",350,Indian Rupees(Rs.),No,No,No,2,3.6,Good,20
2600010,Bake N Shake,Bhopal,0,0,Fast Food,,Indian Rupees(Rs.),No,,No,2,4.1,Very Good,103
2600230,Manohar Dairy And Restaurant,Bhopal,77.434007,23.234249,"North Indian, South Indian, Street Food, Bakery",400,Indian Rupees(Rs.),No,No,No,2,4.4,Very Good,243
2600003,Manohar Dairy And Restaurant,Bhopal,77.408236,23.264015,"North Indian, South Indian, Street Food, Bakery",400,Indian Rupees(Rs.),No,No,No,2,4.1,Very Good,238
2600303,Kebabsville - Sayaji Hotel,Bhopal,77.373573,23.218998,North Indian,1800,Indian Rupees(Rs.),No,No,No,4,4.3,Very Good,128
2600180,Indian Coffee House,Bhopal,77.401663,23.234631,South Indian,500,Indian Rupees(Rs.),No,No,No,2,3.9,Good,161
2600393,The Urban Socialite,Bhopal,0,0,"Italian, Mexican, Chinese",900,Indian Rupees(Rs.),No,No,No,3,3.8,Good,79
2600007,Bake N Shake,Bhopal,77.398886,23.235123,Fast Food,500,Indian Rupees(Rs.),No,No,No,2,4.3,Very Good,120
2900587,Tyre Patty,Bhubaneshwar,0,0,Cafe,500,Indian Rupees(Rs.),No,No,No,2,3.9,Good,289
2900354,Silver Streak,Bhubaneshwar,85.846838,20.286333,Chinese,550,Indian Rupees(Rs.),No,No,No,2,4.1,Very Good,379
2900633,Barbeque Nation,Bhubaneshwar,0,0,"Mediterranean, Asian, Continental, North Indian, Arabian",1200,Indian Rupees(Rs.),No,No,No,3,4.6,Excellent,154
18408676,Central Perk 7,Bhubaneshwar,85.81781287,20.32553933,"Cafe, Charcoal Grill, Steak",600,Indian Rupees(Rs.),No,No,No,2,4.5,Excellent,145
2900234,The Chicken Dinesty,Bhubaneshwar,85.81856667,20.32634444,"Fast Food, North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,2,3.9,Good,247
2900550,Taste Of China,Bhubaneshwar,0,0,Chinese,500,Indian Rupees(Rs.),No,No,No,2,4,Very Good,145
18362677,Michael's Kitchen,Bhubaneshwar,85.83394811,20.31149633,"North Indian, Asian, European",850,Indian Rupees(Rs.),No,No,No,2,3.7,Good,118
2900044,Mamma Mia - Mayfair Lagoon,Bhubaneshwar,85.819178,20.301785,"Cafe, Italian, Mexican, Bakery",1400,Indian Rupees(Rs.),,No,No,3,4.1,Very Good,256
2900469,99 North Restaurant,Bhubaneshwar,85.80823611,20.34306944,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,No,1,3.6,Good,173
2900219,Adda,Bhubaneshwar,85.82272222,20.353675,"North Indian, Chinese, Mexican, Beverages",600,Indian Rupees(Rs.),No,No,No,2,3.8,Good,424
2900473,Chill Ummm,Bhubaneshwar,85.825257,20.35324774,"Chinese, North Indian, Cafe",450,Indian Rupees(Rs.),No,No,No,1,3.7,Good,338
2900020,Lal Qila,Bhubaneshwar,85.82685,20.35299167,"Mughlai, Chinese, North Indian",500,Indian Rupees(Rs.),No,No,No,2,3.7,Good,228
2900562,Richard's Kitchen & Coffee Bar,Bhubaneshwar,85.82599327,20.35343289,"Cafe, Chinese, Fast Food, Seafood",450,Indian Rupees(Rs.),No,No,No,1,3.8,Good,253
18413814,Aangan Horizon,Bhubaneshwar,85.82289287,20.34347604,"North Indian, Chinese, Continental",900,Indian Rupees(Rs.),No,No,No,2,4,Very Good,90
18235390,Brewberrys The Coffee Bar,Bhubaneshwar,85.81112333,20.34314407,Cafe,400,Indian Rupees(Rs.),No,No,No,1,4,Very Good,197
2900640,Chai Break,Bhubaneshwar,0,0,"Italian, Cafe, Chinese, Continental",800,Indian Rupees(Rs.),No,No,No,2,4.3,Very Good,69
18271459,JUGAAD JN.,Bhubaneshwar,85.82225987,20.35348061,"North Indian, Rajasthani",300,Indian Rupees(Rs.),No,No,No,1,4.1,Very Good,199
18377283,Cha cTea,Bhubaneshwar,85.84295925,20.29322917,"Cafe, Tea",500,Indian Rupees(Rs.),No,No,No,2,3.8,Good,56
18408600,Food Fever,Bhubaneshwar,85.84516996,20.29575519,"Chinese, North Indian",900,Indian Rupees(Rs.),No,No,No,2,4.2,Very Good,49
2900012,Mainland China,Bhubaneshwar,85.818494,20.292363,Chinese,1500,Indian Rupees(Rs.),No,No,No,3,4.3,Very Good,345
18436042,Eram Rooftop,Bhubaneshwar,85.82669624,20.28398889,"Asian, Continental",400,Indian Rupees(Rs.),No,No,No,1,3.5,Good,89
122003,The Night Factory,Chandigarh,76.801234,30.71005476,"North Indian, Chinese, Continental, Pizza",850,Indian Rupees(Rs.),No,Yes,Yes,2,3.7,Good,665
121552,Brooklyn Central,Chandigarh,76.8009555,30.7050693,"American, Cafe",1600,Indian Rupees(Rs.),No,No,No,3,4.2,Very Good,676
121214,Chili's,Chandigarh,76.8007752,30.7056682,"Mexican, American, Italian",1400,Indian Rupees(Rs.),No,Yes,No,3,4.3,Very Good,970
121553,Kylin Experience,Chandigarh,76.80064,30.7056102,"Japanese, Chinese, Thai, Malaysian, Burmese, Asian",1600,Indian Rupees(Rs.),No,,No,3,4.1,Very Good,300
121312,Mocha,Chandigarh,76.8008653,30.7051482,"Continental, Italian, Thai, Finger Food",1400,Indian Rupees(Rs.),No,No,No,3,4,Very Good,428
121335,Pirates of Grill,Chandigarh,76.8009555,30.705775,"North Indian, Continental, Asian",1200,Indian Rupees(Rs.),No,No,No,3,4,Very Good,1022
120014,Barbeque Nation,Chandigarh,76.8051917,30.7257045,"North Indian, Chinese",1300,Indian Rupees(Rs.),No,No,No,3,4.5,Excellent,1450
123125,TGI Friday's,Chandigarh,76.8063634,30.7249431,"American, Tex-Mex",1800,Indian Rupees(Rs.),No,No,No,3,4.3,Very Good,228
120221,Pal Dhaba,Chandigarh,76.801316,30.7194841,North Indian,700,Indian Rupees(Rs.),No,No,No,2,3.8,Good,982
122064,Midnight Chef,Chandigarh,76.76560555,30.72476574,"North Indian, Chinese, Continental, Italian, Burger",1000,Indian Rupees(Rs.),No,Yes,No,3,3.4,Average,502
120203,Nik Baker's,Chandigarh,76.76055595,30.72152328,"Bakery, Desserts, Cafe",650,Indian Rupees(Rs.),No,No,No,2,4.1,Very Good,698
120219,OvenFresh,Chandigarh,76.7606106,30.7216086,"Cafe, Bakery",650,Indian Rupees(Rs.),No,No,No,2,4.1,Very Good,397
121425,Super Donuts,Chandigarh,76.76028337,30.72137975,"Burger, Fast Food, Desserts, Beverages",450,Indian Rupees(Rs.),No,Yes,No,1,4,Very Good,265
123010,Taco Bell,Chandigarh,76.75984483,30.72114167,"Mexican, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,2,4.2,Very Good,252
123294,Karim's,Chandigarh,76.8009793,30.7306181,"Mughlai, North Indian",800,Indian Rupees(Rs.),No,No,No,2,3.3,Average,86
121120,Virgin Courtyard,Chandigarh,76.7976205,30.7334795,Italian,2200,Indian Rupees(Rs.),No,No,No,4,4.4,Very Good,817
122940,Burgrill,Chandigarh,76.7978909,30.740827,"Burger, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,2,4.5,Excellent,249
122830,Uncle Jack's,Chandigarh,76.7972148,30.7408896,"Desserts, American",600,Indian Rupees(Rs.),No,No,No,2,4,Very Good,356
69024,That Madras Place,Chennai,80.250744,13.0058006,"European, Italian, Desserts",800,Indian Rupees(Rs.),Yes,Yes,No,2,4.2,Very Good,1810
72475,Haunted,Chennai,80.2206723,13.0864385,"North Indian, Chinese, Arabian",800,Indian Rupees(Rs.),Yes,Yes,No,2,3.8,Good,519
70431,Pantry d'or,Chennai,80.2191037,13.0918088,"Continental, Cafe, Italian, Desserts",750,Indian Rupees(Rs.),Yes,Yes,No,2,4.4,Very Good,1504
71443,Palmshore,Chennai,80.20881157,13.02977985,"North Indian, Mughlai, Chinese, South Indian",850,Indian Rupees(Rs.),Yes,Yes,No,2,4.2,Very Good,841
73088,Chili's,Chennai,80.264151,13.058616,"Mexican, American, Tex-Mex, Burger",1700,Indian Rupees(Rs.),Yes,Yes,No,3,4.8,Excellent,1262
18423075,Writer's Cafe,Chennai,80.25722075,13.05434714,"Cafe, European",450,Indian Rupees(Rs.),No,Yes,No,1,4.2,Very Good,191
70890,Fusilli Reasons,Chennai,80.24851944,13.08187778,Italian,350,Indian Rupees(Rs.),No,No,No,1,4.6,Excellent,1510
71492,Ciclo Cafe,Chennai,80.24243889,13.02239444,"Cafe, Continental",1100,Indian Rupees(Rs.),No,No,No,3,4.1,Very Good,1004
70092,Kaidi Kitchen,Chennai,80.26147,13.044694,"Italian, Mexican, Chinese, Thai, North Indian",1500,Indian Rupees(Rs.),Yes,Yes,No,3,4,Very Good,1820
70393,Bombay Brasserie,Chennai,80.251865,13.066762,North Indian,1200,Indian Rupees(Rs.),Yes,Yes,No,3,4.6,Excellent,1753
70894,Maplai,Chennai,80.23644167,13.06418056,"South Indian, Chettinad",1000,Indian Rupees(Rs.),Yes,No,No,3,4.2,Very Good,1714
73279,Paradise,Chennai,80.24998214,12.97279291,"Biryani, North Indian",900,Indian Rupees(Rs.),No,Yes,No,2,3.8,Good,1317
69951,L'amandier,Chennai,80.25479067,13.02701773,"European, Cafe, Italian",1200,Indian Rupees(Rs.),Yes,Yes,No,3,4.3,Very Good,1607
72497,Palmshore,Chennai,80.17456822,13.02627908,"North Indian, Mughlai, Chinese, South Indian",850,Indian Rupees(Rs.),Yes,Yes,No,2,4.4,Very Good,645
65413,Palmshore,Chennai,80.2752348,13.02628637,"North Indian, Mughlai, Chinese, South Indian",850,Indian Rupees(Rs.),Yes,Yes,No,2,4.3,Very Good,742
70497,Basil With A Twist,Chennai,80.24226844,13.04964535,"Continental, Cafe, Spanish, Italian, European, Greek, Mediterranean",1500,Indian Rupees(Rs.),Yes,Yes,No,3,4.5,Excellent,1210
65055,Barbeque Nation,Chennai,80.23311,13.045479,"North Indian, Continental",2000,Indian Rupees(Rs.),No,No,No,4,4.4,Very Good,3848
18384227,AB's - Absolute Barbecues,Chennai,80.231598,12.981615,"North Indian, European, Mediterranean",1600,Indian Rupees(Rs.),No,No,No,3,4.9,Excellent,859
72604,Coal Barbecues,Chennai,80.21811381,12.98604688,"North Indian, Mediterranean, Asian, Arabian",1400,Indian Rupees(Rs.),No,,No,3,4.6,Excellent,1267
66457,Pind,Chennai,80.221898,12.975996,"North Indian, Chinese",900,Indian Rupees(Rs.),Yes,No,No,2,4,Very Good,2272
18260777,Kuchi n Kream,Coimbatore,76.9720757,11.01629845,"Cafe, Continental, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,3,4.6,Excellent,202
3000107,Haribhavanam Hotel,Coimbatore,76.995667,11.022477,"South Indian, Chettinad, North Indian",600,Indian Rupees(Rs.),No,No,No,2,3.9,Good,318
3000132,Kites Cafe,Coimbatore,77.015393,11.025083,Cafe,,Indian Rupees(Rs.),No,Yes,No,2,3.8,Good,124
3000122,Zucca Pizzeria,Coimbatore,77.00700302,11.02483917,Pizza,600,Indian Rupees(Rs.),No,Yes,No,2,3.5,Good,274
3001032,Burger Ka Baap,Coimbatore,76.99959444,11.02216944,Fast Food,500,Indian Rupees(Rs.),No,No,No,2,4.3,Very Good,147
3000021,The Cascade Restaurant,Coimbatore,76.99501667,11.02127778,Chinese,1200,Indian Rupees(Rs.),No,Yes,No,3,4.1,Very Good,243
18434000,24 Plus Cafe & Restaurant,Coimbatore,76.971082,10.96185,"Continental, Fast Food, Desserts, Indian",450,Indian Rupees(Rs.),No,No,No,2,3.8,Good,24
3000195,Valarmathi Kongunaatu Samayal,Coimbatore,76.976268,11.001852,"South Indian, Biryani",350,Indian Rupees(Rs.),,No,No,2,4.5,Excellent,380
3000126,Bird On Tree,Coimbatore,76.98431119,11.00863836,"Continental, Chinese, Thai, Malaysian, North Indian",1200,Indian Rupees(Rs.),No,No,No,3,3.8,Good,221
18280306,Tim's Bistro,Coimbatore,76.9754397,11.0030085,"North Indian, Continental",700,Indian Rupees(Rs.),No,Yes,No,2,3.9,Good,85
3001489,Batlivala & Khanabhoy,Coimbatore,76.98624135,11.00175265,"Parsi, North Indian",1200,Indian Rupees(Rs.),No,No,No,3,4.2,Very Good,40
3000770,Cafe Totaram,Coimbatore,76.98187642,11.00076241,"Cafe, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,2,4,Very Good,132
3000062,Cream Centre,Coimbatore,76.97649444,11.00366944,"North Indian, Chinese, Italian, Mexican",1000,Indian Rupees(Rs.),No,No,No,3,4,Very Good,203
3000016,On The Go,Coimbatore,76.975525,11.00368056,"Italian, North Indian, Desserts",1500,Indian Rupees(Rs.),No,No,No,4,4,Very Good,215
3000014,Sree Annapoorna,Coimbatore,76.95173611,11.00668611,"South Indian, North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,2,4.3,Very Good,225
3000001,That's Y Food,Coimbatore,76.95295,11.010375,"North Indian, Biryani",1400,Indian Rupees(Rs.),No,No,No,3,4.2,Very Good,299
3001321,CakeBee,Coimbatore,76.94465239,11.02611735,"Bakery, Desserts",350,Indian Rupees(Rs.),No,Yes,No,2,4.9,Excellent,200
3000996,Yari,Coimbatore,76.940432,11.02091,"North Indian, Chinese, Street Food",700,Indian Rupees(Rs.),No,No,No,2,4.2,Very Good,221
3001065,Cream Stone,Coimbatore,76.9983492,11.02229761,"Desserts, Ice Cream",300,Indian Rupees(Rs.),No,No,No,1,4.3,Very Good,161
3000048,Barbeque Nation,Coimbatore,76.96330278,10.99413611,"North Indian, European, Mediterranean",1400,Indian Rupees(Rs.),No,No,No,3,4.4,Very Good,505
3500012,The Punjabi Essence Restaurant,Dehradun,0,0,"North Indian, Chinese",800,Indian Rupees(Rs.),No,No,No,3,3.6,Good,102
3500007,Tirupati Restaurant,Dehradun,0,0,"South Indian, North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,3,3.8,Good,115
3500017,Anandam,Dehradun,78.053162,30.335259,"Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food",650,Indian Rupees(Rs.),No,No,No,3,3.9,Good,141
3500018,Town Table Restaurant,Dehradun,78.060221,30.340722,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),No,No,No,4,3.9,Good,173
3500011,Kalsang Friends Corner,Dehradun,78.062543,30.346994,"Chinese, Thai, Tibetan",750,Indian Rupees(Rs.),No,,No,3,4.2,Very Good,406
18416632,The Great Indian Pub,Dehradun,78.06802238,30.36128079,North Indian,1500,Indian Rupees(Rs.),No,No,No,4,4.9,Excellent,50
18279289,BMG - All Day Dining,Dehradun,78.06888981,30.36268594,"Chinese, North Indian, Fast Food",0,Indian Rupees(Rs.),No,No,No,1,4.3,Very Good,63
18408585,Punjab Grill,Dehradun,78.067079,30.359722,"Mughlai, North Indian",1250,Indian Rupees(Rs.),No,No,No,4,4,Very Good,98
3500059,TBistro,Dehradun,78.054222,30.332735,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,3,3.8,Good,230
3500081,,Dehradun,78.049117,30.328174,Cafe,500,Indian Rupees(Rs.),No,No,No,3,4,Very Good,94
17971273,Eddie's Patisserie,Dehradun,0,0,Bakery,350,Indian Rupees(Rs.),No,No,No,2,4.1,Very Good,64
3500365,First Gear Cafe,Dehradun,0,0,"Cafe, Chinese",700,Indian Rupees(Rs.),No,No,No,3,3.9,Good,131
3500013,Dunkin Donuts,Dehradun,78.070453,30.366322,"Burger, Desserts",600,Indian Rupees(Rs.),No,No,No,3,3.9,Good,101
3500024,Doon Darbar,Dehradun,78.04026667,30.31952778,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,3,3.9,Good,121
3500488,Razzmatazz,Dehradun,0,0,Cafe,400,Indian Rupees(Rs.),No,No,No,2,3.9,Good,39
3500505,Barbeque Nation,Dehradun,78.061187,30.3425093,"North Indian, Mediterranean, Asian, Chinese",1600,Indian Rupees(Rs.),No,No,No,4,4.4,Very Good,66
3500010,Black Pepper Restaurant,Dehradun,78.046106,30.327968,"North Indian, Chinese",1200,Indian Rupees(Rs.),No,No,No,4,4,Very Good,175
3500414,Cafe Marigold,Dehradun,0,0,"Cafe, Chinese, Fast Food",500,Indian Rupees(Rs.),No,No,No,3,4.1,Very Good,104
18440677,Jalapenos,Dehradun,78.07715102,30.37220198,"Cafe, Mexican",500,Indian Rupees(Rs.),No,No,No,3,4.2,Very Good,68
3500484,Kalsang AMA Cafe,Dehradun,0,0,Cafe,600,Indian Rupees(Rs.),No,No,No,3,4.2,Very Good,89
301728,Desire Foods,Faridabad,77.3066401,28.4900591,"Chinese, Fast Food, Bakery",250,Indian Rupees(Rs.),No,No,No,1,2.9,Average,4
5992,Knight Rock,Faridabad,77.304776,28.4901567,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,2,2.8,Average,16
301730,Punjab Restaurant,Faridabad,77.305563,28.4901368,North Indian,150,Indian Rupees(Rs.),No,No,No,1,2.8,Average,8
301729,Raju Dhaba,Faridabad,77.3061016,28.4900979,North Indian,150,Indian Rupees(Rs.),No,No,No,1,2.9,Average,8
301731,Rakheja Bakery,Faridabad,77.3057446,28.490062,Bakery,100,Indian Rupees(Rs.),No,No,No,1,2.8,Average,7
311053,Snax Points,Faridabad,77.3053835,28.4901198,"Chinese, North Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,1,3,Average,4
9299,,Faridabad,77.30274167,28.49629167,Mithai,,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
9178,Kashyap Vaishno Dhaba,Faridabad,77.303542,28.4959154,North Indian,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,3
18477319,Total Food Court,Faridabad,0,0,"North Indian, Mughlai, Chinese",400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,3
18433852,The Chaiwalas,Faridabad,77.3000877,28.4262842,Cafe,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
